"id","uid","quiz_result_id","quiz_result_answer_id","element","timestamp","attempts"
"57","1","502","600","Button: First Recommended","1618047967557","2"
"58","1","503","601","Button: Oefeningenoverzicht","1618047998299","1"
"59","1","504","602","Button: First Recommended","1618048731248","1"
"60","1","505","603","Button: First Recommended","1618048798496","3"
"61","1","506","604","Button: Oefeningenoverzicht","1618049443413","1"
"62","1841","512","610","Button: Third Recommended","1618354032121","2"
"63","1841","513","611","Button: Oefeningenoverzicht","1618354078292","2"
"64","1841","514","612","Button: First Recommended","1618354168697","4"
"65","1841","517","615","Button: Oefeningenoverzicht","1618354548264","1"
"66","1841","518","616","Button: First Recommended","1618354663960","2"
"67","1","543","641","Button: Onderwerpenoverzicht","1618510065317","1"
"68","1841","550","648","Button: Onderwerpenoverzicht","1618606460101","1"
"69","1841","551","649","Button: Onderwerpenoverzicht","1618606506880","1"
"70","1853","569","667","Button: Oefeningenoverzicht","1618688743164","1"
"71","1863","578","676","Button: Third Recommended","1618730666732","4"
"72","1863","579","677","Button: Second Recommended","1618730762426","1"
"73","1863","580","678","Button: Second Recommended","1618730810407","1"
"74","1863","581","679","Button: Third Recommended","1618730844408","1"
"75","1864","604","702","Button: Oefeningenoverzicht","1618772006333","1"
"76","1864","605","703","Button: First Recommended","1618772098934","1"
"77","1864","606","704","Button: Oefeningenoverzicht","1618772186515","1"
"78","1864","609","707","Button: Oefeningenoverzicht","1618773199208","4"
"79","1864","620","718","Button: First Recommended","1618773699663","3"
"80","1864","623","721","Button: Oefeningenoverzicht","1618773999406","1"
"81","1842","637","735","Button: First Recommended","1618831532561","1"
"82","1842","645","743","Button: First Recommended","1618831814578","1"
"83","1","647","745","Button: Oefeningenoverzicht","1618831823638","1"
"84","1","649","747","Button: Oefeningenoverzicht","1618832071803","4"
"85","1865","660","758","Button: First Recommended","1618841134293","4"
"86","1865","660","758","Button: Oefeningenoverzicht","1618841845683","4"
"87","1865","662","760","Button: Oefeningenoverzicht","1618842718828","2"
"88","1865","663","761","Button: First Recommended","1618843774821","1"
"89","1865","664","762","Button: First Recommended","1618846996532","3"
"90","1865","669","767","Button: First Recommended","1618847549799","1"
"91","1865","670","768","Button: First Recommended","1618847644245","1"
"92","1865","671","769","Button: First Recommended","1618847977235","2"
"93","1865","673","771","Button: Oefeningenoverzicht","1618848130489","3"
"94","1865","674","772","Button: First Recommended","1618848289968","1"
"95","1865","675","773","Button: First Recommended","1618848639876","1"
"96","1865","676","774","Button: First Recommended","1618848773098","1"
"97","1865","677","775","Button: Oefeningenoverzicht","1618848837807","1"
"98","1865","679","777","Button: First Recommended","1618849245817","4"
"99","1865","680","778","Button: First Recommended","1618849337532","1"
"100","1865","681","779","Button: First Recommended","1618849508448","3"
"101","1865","682","780","Button: First Recommended","1618849607437","1"
"102","1865","683","781","Button: First Recommended","1618849881362","4"
"103","1865","684","782","Button: Oefeningenoverzicht","1618849953560","1"
"104","1865","686","784","Button: First Recommended","1618850067610","1"
"105","1865","687","785","Button: First Recommended","1618850184314","1"
"106","1865","688","786","Button: Oefeningenoverzicht","1618850222531","3"
"107","1865","688","786","Button: Oefeningenoverzicht","1618850240713","3"
"108","1865","689","787","Button: First Recommended","1618850301497","3"
"109","1865","690","788","Button: First Recommended","1618850538105","3"
"110","1865","691","789","Button: First Recommended","1618850630311","1"
"111","1865","692","790","Button: Oefeningenoverzicht","1618850706534","1"
"112","1865","693","791","Button: First Recommended","1618850757683","2"
"113","1865","694","792","Button: First Recommended","1618850999549","2"
"114","1865","695","793","Button: First Recommended","1618851032332","1"
"115","1865","696","794","Button: Oefeningenoverzicht","1618851217239","2"
"116","1841","700","798","Button: Oefeningenoverzicht","1618916219893","1"
"117","1869","712","810","Button: First Recommended","1618934573556","1"
"118","1866","717","815","Button: First Recommended","1618937309660","1"
"119","1871","725","823","Button: First Recommended","1618937698307","1"
"120","1871","727","825","Button: First Recommended","1618937775548","1"
"121","1871","728","826","Button: First Recommended","1618937799369","1"
"122","1871","730","828","Button: First Recommended","1618937852056","1"
"123","1871","733","831","Button: First Recommended","1618937988747","1"
"124","1871","734","832","Button: First Recommended","1618938016171","2"
"125","1871","735","833","Button: Oefeningenoverzicht","1618938200594","1"
"126","1871","737","835","Button: Oefeningenoverzicht","1618938288603","1"
"127","1871","743","841","Button: Oefeningenoverzicht","1618938558087","2"
"128","1871","745","843","Button: Third Recommended","1618938605909","1"
"129","1871","747","845","Button: Second Recommended","1618938659243","2"
"130","1871","748","846","Button: Second Recommended","1618938688454","3"
"131","1871","750","848","Button: First Recommended","1618938765456","2"
"132","1871","751","849","Button: First Recommended","1618939556793","1"
"133","1871","752","850","Button: Oefeningenoverzicht","1618939587883","2"
"134","1","754","852","Button: First Recommended","1618939786869","1"
"135","1","762","860","Button: Oefeningenoverzicht","1618942127399","1"
"136","1866","774","872","Button: First Recommended","1618943499463","1"
"137","1866","775","873","Button: Third Recommended","1618943616006","1"
"138","1866","776","874","Button: First Recommended","1618943647233","1"
"139","1866","780","878","Button: First Recommended","1618944015385","1"
"140","1866","781","879","Button: Third Recommended","1618944038286","1"
"141","1866","786","884","Button: First Recommended","1618944172966","4"
"142","1866","788","886","Button: First Recommended","1618946149868","1"
"143","1866","789","887","Button: Oefeningenoverzicht","1618946330501","1"
"144","1866","792","890","Button: First Recommended","1618947003513","1"
"145","1866","794","892","Button: First Recommended","1618947062426","1"
"146","1866","795","893","Button: First Recommended","1618947227308","1"
"147","1866","796","894","Button: First Recommended","1618951868454","1"
"148","1866","797","895","Button: Second Recommended","1618951889555","1"
"149","1866","798","896","Button: Third Recommended","1618951910489","1"
"150","1866","800","898","Button: Oefeningenoverzicht","1618951961946","1"
"151","1","801","899","Button: First Recommended","1618953799719","1"
"152","1","802","900","Button: Second Recommended","1618953835268","1"
"153","1","803","901","Button: Third Recommended","1618953883738","1"
"154","1","804","902","Button: Oefeningenoverzicht","1618953935537","5"
"155","1872","807","905","Button: Second Recommended","1618954186087","1"
"156","1872","808","906","Button: Oefeningenoverzicht","1618954206006","1"
"157","1872","813","911","Button: Second Recommended","1618954965427","1"
"158","1872","814","912","Button: Third Recommended","1618955034154","2"
"159","1872","816","914","Button: Third Recommended","1618955091551","1"
